1000395||Estrogens, Conjugated (USP)/MedroxyPROGESTERone (Pack)|mixed
1000398||Estrogens, Conjugated (USP)/MedroxyPROGESTERone (Pack)|mixed
1000405||Norethindrone (Oral Pill)|5 mg
1000407|1000405|AYGESTIN (Oral Pill)|5 mg
1000479||Bisacodyl/POLYETHYLENE GLYCOL 3350/Potassium Chloride/Sodium Bicarbonate/Sodium Chloride (Pack)|mixed
1000486||Estrogens, Conjugated (USP)/MedroxyPROGESTERone (Pack)|mixed
1000487|1000486|PREMPHASE 28 DAY (Pack)|mixed
1000490||Estrogens, Conjugated (USP)/MedroxyPROGESTERone (Pack)|mixed
1000491|1000490|PREMPRO 0.3/1.5 28 DAY (Pack)|mixed
1000495||Resveratrol (Oral Pill)|250 mg
1000496||Estrogens, Conjugated (USP)/MedroxyPROGESTERone (Pack)|mixed
1000497|1000496|PREMPRO 0.45/1.5 28 DAY (Pack)|mixed
1000499|1000395|PREMPRO 0.625/2.5 28 DAY (Pack)|mixed
1000500|1000398|PREMPRO 0.625/5 28 DAY (Pack)|mixed
1000502||Dextromethorphan/guaiFENesin/Phenylephrine (Oral Liquid)|30-200-7.5 mg/5ml
1000556||Fluorometholone/Sulfacetamide (Ophthalmic)|0.1-10%
1000558|1000556|FML-S (Ophthalmic)|0.1-10%
1000636||Dimethicone (Topical)|1.25%
1000647||Pilocarpine (Ophthalmic)|1%
1000656|1000647|ISOPTOCARPINE (Ophthalmic)|1%
1000660|1000647|PILOCAR (Ophthalmic)|1%
1000673||Sulfacetamide (Ophthalmic)|10%
1000678||Sulfacetamide (Soap)|10%
1000713||Sulfacetamide (Topical)|10%
1000720|999604|BP 10-WASH (Soap)|10-1%
1000731||Sulfacetamide/Sulfur (Topical)|10-2%
1000736|1000731|AVAR (Topical)|10-2%
1000859||Sulfacetamide/Sulfur (Soap)|10-4%
1000861|1000859|BP CLEANSING WASH (Soap)|10-4%
1000862||Pilocarpine (Ophthalmic)|2%
1000870|1000862|ISOPTOCARPINE (Ophthalmic)|2%
1000876|1000862|PILOCAR (Ophthalmic)|2%
1000895||Sulfacetamide/Sulfur (Soap)|10-2%
1000897||Pilocarpine (Ophthalmic)|4%
1000903|1000897|ISOPTOCARPINE (Ophthalmic)|4%
1000907|1000897|PILOCAR (Ophthalmic)|4%
1000913||Pilocarpine (Oral Pill)|5 mg
1000915|1000913|SALAGEN (Oral Pill)|5 mg
1000946||Sulfacetamide/Sulfur (Topical)|10-4%
1000976|1000946|SUMAXIN (Topical)|10-4%
1000981||Oxymetazoline (Ophthalmic)|0.03%
1000985|1000981|VISINE L.R. (Ophthalmic)|0.03%
1000987||Oxymetazoline (Nasal)|0.05%
1000990||Oxymetazoline (Nasal)|0.05%
1000992|1000990|AFRIN (Nasal)|0.05%
1000994|1000990|ALLEREST 12 HOUR NASAL SPRAY (Nasal)|0.05%
1000996|1000990|DRISTAN 12-HOUR NASAL SPRAY (Nasal)|0.05%
1001002|1000990|DURAMIST PLUS (Nasal)|0.05%
1001004||Pilocarpine (Oral Pill)|7.5 mg
1001006|1001004|SALAGEN (Oral Pill)|7.5 mg
1001020|1000990|MUCINEX NASAL SPRAY (Nasal)|0.05%
1001054|1000990|NEO-SYNEPHRINE 12 HOUR (Nasal)|0.05%
1001058|1000990|NOSTRILLA (Nasal)|0.05%
1001066|1000990|SINEX LONG-ACTING (Nasal)|0.05%
1001084|1000990|ZICAM SINUS RELIEF (Nasal)|0.05%
1001405||DOCEtaxel (Injectable)|20 mg/ml
1001409||Calcium Carbonate/Ergocalciferol (Oral Pill)|625-125 var units
1001433||Cabazitaxel (Injectable)|40 mg/ml
1001437||Caffeine/Magnesium Salicylate (Oral Pill)|50-162.5 mg
1001476|198467|ECPIRIN (Oral Pill)|325 mg
1001591||Fibrinogen/Thrombin (Topical)|337-123 var units
1001593|1001591|TACHOSIL (Topical)|337-123 var units
1001601||Fibrinogen/Thrombin (Topical)|55.5-20.3 var units
1001603|1001601|TACHOSIL (Topical)|55.5-20.3 var units
1001679||Calcium Carbonate/Cholecalciferol/Magnesium Oxide (Oral Pill)|400-133-167 var units
1001689||Magnesium Sulfate/Potassium sulfate/Sodium sulfate (Pack)|mixed
1001690|1001689|SUPREP BOWEL PREP KIT (Pack)|mixed
1001691||Calcium Carbonate/Cholecalciferol/Vitamin K 1 (Chewable)|1,250-100-0.04 var units
1001714||Sulfacetamide/Sulfur (Soap)|9-4%
1001718|1001714|ZENCIA WASH (Soap)|9-4%
1001751||Calcium Citrate/Cholecalciferol (Oral Pill)|250-100 var units
1001758||Calcium Citrate/Ergocalciferol (Oral Pill)|1,500-200 var units
1002300|997653|TASIGNA (Oral Pill)|150 mg
1005706||Calcium Citrate/Vitamin D (Oral Pill)|1,190-200 var units
1005767|999613|AVAR (Soap)|10-5%
1005819||Sulfacetamide/Sulfur (Topical)|10-5%
1005830||prednisoLONE (Pack)|mixed
1005831|1005830|MILLIPRED DP 12 DAY (Pack)|mixed
1005834||Sulfacetamide/Sulfur (Topical)|10-5%
1005835|1005834|AVAR (Topical)|10-5%
1005853||Sulfacetamide/Sulfur (Topical)|10-5%
1005856||Sulfacetamide/Sulfur (Topical)|10-5%
1005924||Ulipristal (Oral Pill)|30 mg
1005928|1005924|ELLA (Oral Pill)|30 mg
1006057|999613|ROSANIL (Soap)|10-5%
1006065|748878|ALTAVERA 28 DAY (Pack)|mixed
1006079||Benzocaine/Menthol (Oral Gel)|20-2%
1006096||Allantoin/Benzocaine/Camphor/Petrolatum (Topical)|1-20-3-64.9%
1006105|1000895|AVAR (Soap)|10-2%
1006107||Sulfacetamide (Soap)|10%
1006110|1006107|OVACE (Soap)|10%
1006114|1006107|SEB-PREV (Soap)|10%
1006116||Sulfacetamide (Topical)|10%
1006120||Sulfacetamide (Ophthalmic)|10%
1006122|1006120|BLEPH-10 (Ophthalmic)|10%
1006353||Russian thistle pollen extract (Injectable)|100 mg/ml
1006355||Russian thistle pollen extract (Injectable)|10,000 unt/ml
1006357||Russian thistle pollen extract (Injectable)|20,000 unt/ml
1006359||Russian thistle pollen extract (Injectable)|40,000 unt/ml
1006361||Canada goldenrod pollen extract (Injectable)|100 mg/ml
1006363||Canada goldenrod pollen extract (Injectable)|10,000 unt/ml
1006365||Canada goldenrod pollen extract (Injectable)|20,000 unt/ml
1006367||Canada goldenrod pollen extract (Injectable)|40,000 unt/ml
1006374||Mango blossom pollen extract (Injectable)|50 mg/ml
1006376||Mango blossom pollen extract (Injectable)|100 mg/ml
1006439||Sodium Fluoride (Mouthwash)|5%
1006474||Mango blossom pollen extract (Injectable)|10,000 unt/ml
1006476||Mango blossom pollen extract (Injectable)|20,000 unt/ml
1006478||Mango blossom pollen extract (Injectable)|40,000 unt/ml
1006480||Black oak pollen extract (Injectable)|10,000 unt/ml
1006482||Nettle pollen extract (Injectable)|100 mg/ml
1006484||Nettle pollen extract (Injectable)|10,000 unt/ml
1006486||Nettle pollen extract (Injectable)|20,000 unt/ml
1006488||Nettle pollen extract (Injectable)|40,000 unt/ml
1006490||Rough cocklebur pollen extract (Injectable)|10,000 unt/ml
1006492||Rough cocklebur pollen extract (Injectable)|20,000 unt/ml
1006498||Indian wormwood sage pollen extract (Injectable)|50 mg/ml
1006509||Tall oat grass pollen extract (Injectable)|50 mg/ml
1006558|392038|CLINPRO 5000 (Toothpaste)|1.10%
1006608||Dexmethylphenidate XR (Oral Pill)|40 mg
1006610|1006608|FOCALIN XR (Oral Pill)|40 mg
1006632||Ivermectin/Pyrantel (Chewable)|0.136-114 mg
1006679|351155|UMECTA (Topical)|40%
1006683||Sulfacetamide (Topical)|10%
1006684|1006683|OVACE (Topical)|10%
1006688||Sulfacetamide (Topical)|10%
1006693|1006688|KLARON (Topical)|10%
1006729||Sulfacetamide (Ophthalmic)|30%
1006801||cloZAPine (Oral Disintegrating)|150 mg
1006803|1006801|FAZACLO (Oral Disintegrating)|150 mg
1009145||Amphetamine/Dextroamphetamine (Oral Pill)|1.875-1.875-1.875-1.875 mg
1009147|1009145|ADDERALL (Oral Pill)|7.5 mg
1009216|562502|VELETRI (Injectable)|1.5 mg
1009339||Bimatoprost (Ophthalmic)|0.01%
1009341|1009339|LUMIGAN (Ophthalmic)|0.01%
1009433||Lidocaine (Topical)|2.50%
1009456||Botulinum Toxin Type A (Injectable)|100 unt
1009459||Botulinum Toxin Type A (Injectable)|50 unt
1009462||Lidocaine (Ophthalmic)|3.50%
1009463||Sodium Chloride (Nasal)|0.20%
1010033||Lidocaine (Injectable)|10 mg/ml
1010035|1010033|XYLOCAINE (Injectable)|10 mg/ml
1010077||Lidocaine (Topical)|4%
1010234||Sulfacetamide/Sulfur (Soap)|8-4%
1010238|1010234|SUMAXIN (Soap)|8-4%
1010600||Buprenorphine/Naloxone (Oral Strip)|2-0.5 mg
1010603|1010600|SUBOXONE (Oral Strip)|2-0.5 mg
1010604||Buprenorphine/Naloxone (Oral Strip)|8-2 mg
1010606|1010604|SUBOXONE (Oral Strip)|8-2 mg
1010654|197944|ROBAXIN (Oral Pill)|750 mg
1010671||Lidocaine (Injectable)|20 mg/ml
1010673|1010671|XYLOCAINE (Injectable)|20 mg/ml
1010688||EPINEPHrine/Lidocaine (Injectable)|0.005-20 mg/ml
1010692|1010688|XYLOCAINE WITH EPINEPHRINE (Injectable)|0.005-20 mg/ml
1010696||Carbinoxamine (Oral Liquid)|4 mg/5ml
1010732|876193|PURELAX (Oral Solution Powder)|17 g
1010739||Lidocaine (Mucosal)|2%
1010745||EPINEPHrine/Lidocaine (Injectable)|0.005-5 mg/ml
1010749|1010745|XYLOCAINE WITH EPINEPHRINE (Injectable)|0.005-5 mg/ml
1010751||EPINEPHrine/Lidocaine (Injectable)|0.01-10 mg/ml
1010755|1010751|XYLOCAINE WITH EPINEPHRINE (Injectable)|0.01-10 mg/ml
1010759||EPINEPHrine/Lidocaine (Injectable)|0.01-20 mg/ml
1010763|1010759|XYLOCAINE WITH EPINEPHRINE (Injectable)|0.01-20 mg/ml
1010768|1657026|XYLOCAINE WITH EPINEPHRINE (Injectable)|0.02-20 mg/ml
1010769||Lidocaine (Topical)|2%
1010774||Lidocaine (Topical)|2%
1010823||Menthol (Topical)|7.50%
1010835||Lidocaine (Topical)|3%
1010836||Lidocaine (Topical)|3%
1010844||Lidocaine (Injectable)|40 mg/ml
1010846|1010844|XYLOCAINE (Injectable)|40 mg/ml
1010878||Lidocaine (Mucosal)|4%
1010895||Lidocaine (Topical)|4%
1010900||Lidocaine (Injectable)|5 mg/ml
1010902|1010900|XYLOCAINE (Injectable)|5 mg/ml
1010931||Lidocaine (Topical)|0.50%
1011080|849115|TOBRADEX (Ophthalmic)|0.05-0.3%
1011081|748800|ZARAH (Pack)|mixed
1011087|968644|GAS-X PREVENTION (Oral Pill)|600 unt
1011093||Lidocaine (Injectable)|50 mg/ml
1011131||Lidocaine (Mucosal)|5%
1011482||Cetirizine (Oral Disintegrating)|10 mg
1011485|1011482|ZyrTEC (Oral Disintegrating)|10 mg
1011625||Pegaptanib (Injectable)|3.33 mg/ml
1011626|1011625|MACUGEN (Injectable)|3.33 mg/ml
1011646|1595029|ARTICADENT (Injectable)|40-0.005 mg/ml
1011648|1595035|ARTICADENT (Injectable)|40-0.01 mg/ml
1011653||Pegloticase (Injectable)|8 mg/ml
1011657|1011653|KRYSTEXXA (Injectable)|8 mg/ml
1011703|1009462|AKTEN (Ophthalmic)|3.50%
1011705|1745091|LIDODERM (Topical)|5%
1011707||Lidocaine (Injectable)|0.5 mg
1011709|1011707|ZINGO (Injectable)|0.5 mg
1011710||Aliskiren/Hydrochlorothiazide (Oral Pill)|150-12.5 mg
1011712|1011710|TEKTURNA HCT (Oral Pill)|150-12.5 mg
1011713||Aliskiren/Hydrochlorothiazide (Oral Pill)|150-25 mg
1011715|1011713|TEKTURNA HCT (Oral Pill)|150-25 mg
1011736||Aliskiren (Oral Pill)|150 mg
1011738|1011736|TEKTURNA (Oral Pill)|150 mg
1011739||Aliskiren (Oral Pill)|300 mg
1011741|1011739|TEKTURNA (Oral Pill)|300 mg
1011750||Aliskiren/Hydrochlorothiazide (Oral Pill)|300-12.5 mg
1011752|1011750|TEKTURNA HCT (Oral Pill)|300-12.5 mg
1011753||Aliskiren/Hydrochlorothiazide (Oral Pill)|300-25 mg
1011755|1011753|TEKTURNA HCT (Oral Pill)|300-25 mg
1011767|1010931|SOLARCAINE (Topical)|0.50%
1011809|1293648|LIGNOSPAN (Injectable)|0.01-20 mg/ml
1011814|1657026|LIGNOSPAN (Injectable)|0.02-20 mg/ml
1011820|1293648|OCTOCAINE WITH EPINEPHRINE (Injectable)|0.01-20 mg/ml
1011825|1657026|OCTOCAINE WITH EPINEPHRINE (Injectable)|0.02-20 mg/ml
1011839||Benzalkonium/Lidocaine (Topical)|0.13-2.5%
1011841|1011839|MERCUROCLEAR (Topical)|0.13-2.5%
1011843||Benzethonium/Lidocaine (Topical)|0.2-2.5%
1011845|1011843|STAPHASEPTIC (Topical)|0.2-2.5%
1011849||Lidocaine (Topical)|0.50%
1011851|1011849|SOLARCAINE (Topical)|0.50%
1011852||Lidocaine (Topical)|2%
1011854|1011852|XYLOCAINE (Topical)|2%
1011870|314119|THRIVE (Chewable)|2 mg
1011872|311975|THRIVE (Chewable)|4 mg
1011875|1001714|SUMAXIN (Soap)|9-4%
1011983|1011839|BACTINE (Topical)|0.13-2.5%
1011985||PrednisoLONE/Sulfacetamide (Ophthalmic)|0.2-10%
1011987|1011985|BLEPHAMIDE (Ophthalmic)|0.2-10%
1012015||PrednisoLONE/Sulfacetamide (Ophthalmic)|0.2-10%
1012017|1012015|BLEPHAMIDE (Ophthalmic)|0.2-10%
1012021||PrednisoLONE/Sulfacetamide (Ophthalmic)|0.25-10%
1012066||Lidocaine (Injectable)|50 mg/5ml
1012068||Lidocaine (Injectable)|100 mg/5ml
1012081||Benzalkonium/Lidocaine (Topical)|0.13-2%
1012099||Benzalkonium/Lidocaine (Topical)|0.13-2.5%
1012100||Benzalkonium/Lidocaine (Topical)|0.13-0.5%
1012218||Aspen pollen extract (Injectable)|100 mg/ml
1012221||Hydrocortisone/Lidocaine (Rectal)|0.55-2.8%
1012223||Hydrocortisone/Lidocaine (Rectal)|2.5-3%
1012229||Hydrocortisone/Lidocaine (Rectal)|1-3%
1012233||Hydrocortisone/Lidocaine (Rectal)|2-2%
1012235||Hydrocortisone/Lidocaine (Rectal)|0.5-3%
1012327|1012233|ANA-LEX (Rectal)|2-2%
1012345||Hydrocortisone/Lidocaine (Topical)|0.5-3%
1012377||Bupivacaine/EPINEPHrine (Injectable)|2.5-0.005 mg/ml
1012381|1012377|MARCAINE WITH EPINEPHRINE (Injectable)|2.5-0.005 mg/ml
1012384||Bupivacaine/EPINEPHrine (Injectable)|5-0.005 mg/ml
1012388|1012384|MARCAINE WITH EPINEPHRINE (Injectable)|5-0.005 mg/ml
1012391||Bupivacaine/EPINEPHrine (Injectable)|7.5-0.005 mg/ml
1012396||Bupivacaine (Injectable)|2.5 mg/ml
1012400|1012396|MARCAINE (Injectable)|2.5 mg/ml
1012404||Bupivacaine (Injectable)|5 mg/ml
1012406|1012404|MARCAINE (Injectable)|5 mg/ml
1012413|1012377|SENSORCAINE WITH EPINEPHRINE (Injectable)|2.5-0.005 mg/ml
1012417|1012384|SENSORCAINE WITH EPINEPHRINE (Injectable)|5-0.005 mg/ml
1012421|1012391|SENSORCAINE WITH EPINEPHRINE (Injectable)|7.5-0.005 mg/ml
1012455|1012396|SENSORCAINE (Injectable)|2.5 mg/ml
1012457|1012404|SENSORCAINE (Injectable)|5 mg/ml
1012461|1670365|VIVACAINE (Injectable)|5-0.005 mg/ml
1012465|856696|REVONTO (Injectable)|0.333 mg/ml
1012522||Lanolin (Topical)|30%
1012583|1011852|ANESTACON (Topical)|2%
1012594|1011852|REGENECARE (Topical)|2%
1012706|1595048|CITANEST (Injectable)|40 mg/ml
1012709|1595042|CITANEST FORTE (Injectable)|0.005-40 mg/ml
1012722||Mepivacaine (Injectable)|10 mg/ml
1012724|1012722|CARBOCAINE (Injectable)|10 mg/ml
1012726|1012722|POLOCAINE (Injectable)|10 mg/ml
1012731||Mepivacaine (Injectable)|15 mg/ml
1012733|1012731|CARBOCAINE (Injectable)|15 mg/ml
1012735|1012731|POLOCAINE (Injectable)|15 mg/ml
1012737||Mepivacaine (Injectable)|20 mg/ml
1012739|1012737|CARBOCAINE (Injectable)|20 mg/ml
1012741|1012737|POLOCAINE (Injectable)|20 mg/ml
1012745|1305263|CARBOCAINE (Injectable)|30 mg/ml
1012747|1661488|ISOCAINE (Injectable)|30 mg/ml
1012756|1305263|POLOCAINE (Injectable)|30 mg/ml
1012762|1305263|SCANDONEST (Injectable)|30 mg/ml
1012769|1661504|SCANDONEST L (Injectable)|0.05-20 mg/ml
1012779|1661499|ISOCAINE WITH LEVONORDEFRIN (Injectable)|0.05-20 mg/ml
1012785|1661504|CARBOCAINE WITH NEOCOBEFRIN (Injectable)|0.05-20 mg/ml
1012895||Fingolimod (Oral Pill)|0.5 mg
1012899|1012895|GILENYA (Oral Pill)|0.5 mg
1012904||Carbinoxamine (Oral Pill)|4 mg
1012955||Lidocaine (Topical)|2.50%
1012966||Lidocaine (Topical)|35%
1013114||prednisoLONE (Pack)|mixed
1013619||Chlorpheniramine/Phenylephrine (Oral Pill)|3-10 mg
1013626||Drospirenone/Ethinyl Estradiol/Levomefolate (Oral Pill)|3-0.02-0.451 mg
1013628||Levomefolate (Oral Pill)|0.451 mg
1013629||Drospirenone/Ethinyl Estradiol/Levomefolate (Pack)|mixed
1013630|1013629|BEYAZ 28 DAY (Pack)|mixed
1013636|198373|CALCITRENE (Topical)|0.01%
1013647|428898|CIDAFLEX (Oral Pill)|400-500 mg
1013649||Krill oil (Oral Pill)|300 mg
1013659||Minocycline XR (Oral Pill)|105 mg
1013662||Minocycline XR (Oral Pill)|55 mg
1013665||Minocycline XR (Oral Pill)|80 mg
1013731||Phenylephrine/Pyrilamine (Oral Pill)|10-25 mg
1013867|1661208|GLASSIA (Injectable)|1 mg
1013869||European olive pollen extract (Injectable)|20,000 unt/ml
1013871||European olive pollen extract (Injectable)|40,000 unt/ml
1013873||Yellow pine pollen extract (Injectable)|20,000 unt/ml
1013875||Yellow pine pollen extract (Injectable)|40,000 unt/ml
1013878||Eastern white pine pollen extract (Injectable)|10,000 unt/ml
1013880||Eastern white pine pollen extract (Injectable)|20,000 unt/ml
1013883||Loblolly pine pollen extract (Injectable)|100 mg/ml
1013885||Loblolly pine pollen extract (Injectable)|10,000 unt/ml
1013887||Black walnut pollen extract (Injectable)|20,000 unt/ml
1013889||Black walnut pollen extract (Injectable)|40,000 unt/ml
1013891||English walnut pollen extract (Injectable)|100 mg/ml
1013900||English walnut pollen extract (Injectable)|10,000 unt/ml
1013902||English walnut pollen extract (Injectable)|20,000 unt/ml
1013904||English walnut pollen extract (Injectable)|40,000 unt/ml
1013910||Loblolly pine pollen extract (Injectable)|20,000 unt/ml
1013912||Loblolly pine pollen extract (Injectable)|40,000 unt/ml
1013916||Scrub pine pollen extract (Injectable)|50 mg/ml
1013923||Scrub pine pollen extract (Injectable)|100 mg/ml
1013925||Scrub pine pollen extract (Injectable)|10,000 unt/ml
1013927||Scrub pine pollen extract (Injectable)|20,000 unt/ml
1013930||cloNIDine XR (Oral Pill)|0.1 mg
1013934|1013930|KAPVAY XR (Oral Pill)|0.1 mg
1013937||cloNIDine XR (Oral Pill)|0.2 mg
1013939|1013937|KAPVAY XR (Oral Pill)|0.2 mg
1013942||Eastern sycamore pollen extract (Injectable)|20,000 unt/ml
1013947||Water oak pollen extract (Injectable)|10,000 unt/ml
1013951||Water oak pollen extract (Injectable)|20,000 unt/ml
1013953||Water oak pollen extract (Injectable)|40,000 unt/ml
1013955||Red oak pollen extract (Injectable)|100 mg/ml
1013957||Red oak pollen extract (Injectable)|10,000 unt/ml
1013959||Red oak pollen extract (Injectable)|20,000 unt/ml
1013961||Red oak pollen extract (Injectable)|40,000 unt/ml
1013964||Bald cypress pollen extract (Injectable)|50 mg/ml
1013966||Canary grass pollen extract (Injectable)|20,000 unt/ml
1013968||American basswood pollen extract (Injectable)|20,000 unt/ml
1013970||Greasewood pollen extract (Injectable)|20,000 unt/ml
1013972||Dandelion pollen extract (Injectable)|20,000 unt/ml
1013974||Dandelion pollen extract (Injectable)|40,000 unt/ml
1013976||Greasewood pollen extract (Injectable)|40,000 unt/ml
1013980||Dandelion pollen extract (Injectable)|10,000 unt/ml
1013982||Greasewood pollen extract (Injectable)|100 mg/ml
1013984||Greasewood pollen extract (Injectable)|10,000 unt/ml
1013991||Rough cocklebur pollen extract (Injectable)|40,000 unt/ml
1014002||Dandelion pollen extract (Injectable)|100 mg/ml
1014005||Dextromethorphan/guaiFENesin (Oral Liquid)|10-200 mg/15ml
1014018|1013659|SOLODYN XR (Oral Pill)|105 mg
1014022|1013662|SOLODYN XR (Oral Pill)|55 mg
1014024|1013665|SOLODYN XR (Oral Pill)|80 mg
1014099||Docosahexaenoate/Eicosapentaenoate (Oral Pill)|45-45 mg
1014123||Sulfacetamide/Sulfur (Topical)|10-4%
1014130|1009463|RHINARIS (Nasal)|0.20%
1014132||Sodium Chloride (Nasal)|2.10%
1014137|1014132|SALTAIRE (Nasal)|2.10%
1014194||Cedar elm pollen extract (Injectable)|50 mg/ml
1014222||Pussy willow pollen extract (Injectable)|20,000 unt/ml
1014225||Pussy willow pollen extract (Injectable)|40,000 unt/ml
1014230||Arroyo willow pollen extract (Injectable)|100 mg/ml
1014235||Privet pollen extract (Injectable)|100 mg/ml
1014242||Linoleic Acids, Conjugated (Oral Pill)|1 g
1014266||Privet pollen extract (Injectable)|10,000 unt/ml
1014268||Privet pollen extract (Injectable)|20,000 unt/ml
1014284|631803|SENSI-CARE BODY (Topical)|1-30%
1014303||Fibrinogen/Thrombin (Topical)|171-62.2 var units
1014305|1014303|TACHOSIL (Topical)|171-62.2 var units
1014307||Privet pollen extract (Injectable)|40,000 unt/ml
1014309||Sweet gum pollen extract (Injectable)|10,000 unt/ml
1014311||Sweet gum pollen extract (Injectable)|20,000 unt/ml
1014313||Sweet gum pollen extract (Injectable)|40,000 unt/ml
1014314||Triamcinolone (Topical)|0.10%
1014318|1014314|PEDIADERM TA (Topical)|0.10%
1014320||Arroyo willow pollen extract (Injectable)|10,000 unt/ml
1014324||Arroyo willow pollen extract (Injectable)|20,000 unt/ml
1014326||Arroyo willow pollen extract (Injectable)|40,000 unt/ml
1014328||Black willow pollen extract (Injectable)|100 mg/ml
1014331||Brompheniramine/Chlophedianol/Pseudoephedrine (Oral Liquid)|2-12.5-30 mg/5ml
1014335||Black willow pollen extract (Injectable)|20,000 unt/ml
1014337||Black willow pollen extract (Injectable)|40,000 unt/ml
1014339||Burning bush pollen extract (Injectable)|20 mg/ml
1014343||Italian rye grass pollen extract (Injectable)|50 mg/ml
1014345||Italian rye grass pollen extract (Injectable)|10,000 unt/ml
1014347||Italian rye grass pollen extract (Injectable)|20,000 unt/ml
1014349||Western white pine pollen extract (Injectable)|10,000 unt/ml
1014357||Western white pine pollen extract (Injectable)|20,000 unt/ml
1014359||Western white pine pollen extract (Injectable)|40,000 mg/ml
1014363||Longleaf pine pollen extract (Injectable)|50 mg/ml
1014427||Alanine/Arginine/Cysteine/Glycine/Histidine/Isoleucine/Leucine/Lysine/Methionine/Phenylalanine/Phosphoric acid/Proline/Serine/Sodium bisulfite/Threonine/Tryptophan/Valine (Injectable)|7.1-9.5-0.16-14-2.8-6.9-9.1-7.3-5.3-5.6-1.2-11.2-5.9-1-4-1.5-6.6 mg/ml
1014431|1014427|FREAMINE III 10 (Injectable)|7.1-9.5-0.16-14-2.8-6.9-9.1-7.3-5.3-5.6-1.2-11.2-5.9-1-4-1.5-6.6 mg/ml
1014442||Longleaf pine pollen extract (Injectable)|100 mg/ml
1014444||Longleaf pine pollen extract (Injectable)|10,000 unt/ml
1014446||Broad leaved paperbark pollen extract (Injectable)|10,000 unt/ml
1014450||Yellow sweet clover pollen extract (Injectable)|50 mg/ml
1014571||Cetirizine/Pseudoephedrine XR (Oral Pill)|5-120 mg
1014573|1014571|ALLER-TEC D XR (Oral Pill)|5-120 mg
1014580|1014571|WAL ZYR D XR (Oral Pill)|5-120 mg
1014583|1014571|ZyrTEC-D XR (Oral Pill)|5-120 mg
1014599||Acetaminophen/oxyCODONE (Oral Pill)|300-10 mg
1014615||Acetaminophen/oxyCODONE (Oral Pill)|300-5 mg
1014632||Acetaminophen/oxyCODONE (Oral Pill)|300-7.5 mg
1014638||Isopropyl Alcohol (Topical)|70%
1014643||Cetirizine (Chewable)|5 mg
1014673||Cetirizine (Oral Liquid)|5 mg/5ml
1014674||Cetirizine (Chewable)|10 mg
1014675||Cetirizine (Oral Pill)|10 mg
1014676||Cetirizine (Oral Pill)|5 mg
1014677|1014676|ZyrTEC (Oral Pill)|5 mg
1014678||Cetirizine (Oral Pill)|10 mg
1014680||White mulberry pollen extract (Injectable)|100 mg/ml
1014682||White mulberry pollen extract (Injectable)|10,000 unt/ml
1014684||White mulberry pollen extract (Injectable)|20,000 unt/ml
1014686||White mulberry pollen extract (Injectable)|40,000 unt/ml
